complaint_id,customer_id,issue_type,severity,complaint_date,resolution_status,resolution_date
CMP00770,CUST004884,Late Fee Dispute,Medium,20-01-2026,Resolved,16-08-2023
CMP00771,CUST003516,Statement Error,Critical,07-07-2026,Pending Review,13-08-2026
CMP00772,CUST006364,Interest Rate Query,Medium,02-07-2024,Resolved,08-09-2024
CMP00773,CUST013839,Card Not Received,Low,28-04-2022,Open,04-05-2022
CMP00774,CUST000098,Reward Points Missing,High,19-08-2024,Pending Review,31-08-2024
CMP00775,CUST000996,Late Fee Dispute,Low,01-03-2026,Closed,22-03-2026
CMP00776,CUST006332,Card Damaged,Medium,12-03-2023,Resolved,20-03-2023
CMP00777,CUST000103,Card Damaged,High,16-01-2023,Closed,08-02-2023
CMP00778,CUST012746,Late Fee Dispute,High,16-05-2023,Open,16-08-2023
CMP00779,CUST007669,Reward Points Missing,Low,15-05-2022,Resolved,06-01-2022
CMP00780,CUST014721,Late Fee Dispute,Critical,28-01-2022,In Progress,16-02-2022
CMP00781,CUST013126,Billing Dispute,Low,02-03-2025,Escalated,10-02-2025
CMP00782,CUST011610,Fraudulent Charge,Critical,02-06-2023,Resolved,12-06-2023
CMP00783,CUST013653,Interest Rate Query,High,27-04-2024,Pending Review,26-05-2024
CMP00784,CUST008561,Interest Rate Query,Low,04-07-2024,Pending Review,12-08-2024
CMP00785,CUST005854,Fraudulent Charge,Critical,29-08-2024,Open,15-09-2024
CMP00786,CUST001147,Billing Dispute,Low,16-11-2024,Pending Review,24-11-2024
CMP00787,CUST012826,Fraudulent Charge,High,31-03-2023,Pending Review,15-05-2023
CMP00788,CUST012413,Billing Dispute,Low,21-12-2023,In Progress,23-01-2024
CMP00789,CUST002246,Fraudulent Charge,Medium,22-07-2025,Escalated,31-07-2025
CMP00790,CUST008600,Card Not Received,Medium,05-09-2022,Pending Review,03-06-2022
CMP00791,CUST013387,Fraudulent Charge,High,23-08-2022,Closed,04-10-2022
CMP00792,CUST008928,Reward Points Missing,Medium,02-05-2022,Resolved,26-02-2022
CMP00793,CUST003158,Statement Error,Low,23-05-2024,Closed,29-06-2024
CMP00794,CUST003499,Card Not Received,Critical,23-06-2024,Resolved,07-01-2024
CMP00795,CUST014213,Interest Rate Query,Critical,15-12-2024,In Progress,01-08-2025
CMP00796,CUST011470,Reward Points Missing,Medium,16-09-2024,In Progress,25-10-2024
CMP00797,CUST004402,Late Fee Dispute,Low,06-05-2025,Open,07-01-2025
CMP00798,CUST007664,Late Fee Dispute,Low,02-03-2026,In Progress,28-03-2026
CMP00799,CUST011281,Interest Rate Query,Low,23-12-2022,Closed,18-01-2023
CMP00800,CUST012946,Wrong Amount Charged,Critical,05-02-2025,Escalated,22-03-2025
CMP00801,CUST003280,Late Fee Dispute,Medium,08-02-2025,Open,16-08-2023
CMP00802,CUST009832,Card Damaged,Medium,07-07-2023,Resolved,04-08-2023
CMP00803,CUST013147,Late Fee Dispute,Low,19-07-2025,Closed,22-07-2025
CMP00804,CUST005611,Statement Error,Low,24-12-2025,Open,31-01-2026
CMP00805,CUST005027,App Not Working,Low,19-11-2024,Pending Review,28-12-2024
CMP00806,CUST006095,Reward Points Missing,Medium,13-08-2023,Open,20-09-2023
CMP00807,CUST012202,Late Fee Dispute,High,14-11-2022,In Progress,16-08-2023
CMP00808,CUST012580,Card Damaged,Critical,06-03-2024,Closed,09-03-2024
CMP00809,CUST010112,Statement Error,High,13-03-2023,Resolved,29-03-2023
CMP00810,CUST003412,Fraudulent Charge,Critical,05-02-2024,Closed,05-02-2024
CMP00811,CUST001474,Statement Error,Medium,06-03-2026,Open,16-07-2026
CMP00812,CUST007888,Card Not Received,High,25-09-2024,Resolved,08-11-2024
CMP00813,CUST004798,Fraudulent Charge,High,02-06-2023,Pending Review,23-03-2023
CMP00814,CUST000525,Late Fee Dispute,High,03-08-2023,Closed,11-08-2023
CMP00815,CUST009361,Billing Dispute,High,08-05-2025,Escalated,09-05-2025
CMP00816,CUST014743,Billing Dispute,Medium,27-11-2025,Escalated,28-12-2025
CMP00817,CUST011987,Card Damaged,Low,02-05-2025,Resolved,16-08-2023
CMP00818,CUST003355,Fraudulent Charge,Low,27-07-2026,Open,09-03-2026
CMP00819,CUST003240,Reward Points Missing,Low,09-01-2022,Open,16-08-2023
CMP00820,CUST009822,Statement Error,High,22-12-2023,Resolved,19-01-2024
CMP00821,CUST006602,Fraudulent Charge,Low,24-02-2023,In Progress,03-12-2023
CMP00822,CUST002737,Card Damaged,Low,06-02-2022,Open,28-06-2022
CMP00823,CUST011841,Late Fee Dispute,Medium,24-10-2024,In Progress,26-11-2024
CMP00824,CUST014112,App Not Working,Low,19-06-2026,Resolved,19-07-2026
CMP00825,CUST006121,Statement Error,Low,20-08-2024,In Progress,28-08-2024
CMP00826,CUST014507,Fraudulent Charge,High,01-11-2022,Pending Review,24-11-2022
CMP00827,CUST007619,Card Not Received,Medium,25-02-2023,Open,17-03-2023
CMP00828,CUST008755,Card Damaged,Medium,12-07-2025,Closed,14-08-2025
CMP00829,CUST012098,Card Damaged,Low,17-03-2023,Resolved,19-04-2023
CMP00830,CUST009235,Interest Rate Query,Low,28-06-2022,Escalated,Low
CMP00831,CUST007945,Fraudulent Charge,Low,31-10-2025,Escalated,05-12-2025
CMP00832,CUST010233,Late Fee Dispute,Low,21-12-2024,Resolved,02-01-2025
CMP00833,CUST004561,Wrong Amount Charged,Low,25-07-2023,Open,25-08-2023
CMP00834,CUST009545,Wrong Amount Charged,Critical,19-11-2022,Open,16-08-2023
CMP00835,CUST012561,Reward Points Missing,Critical,29-08-2023,In Progress,29-09-2023
CMP00836,CUST004222,Billing Dispute,High,26-01-2026,Resolved,09-03-2026
CMP00837,CUST009714,Card Damaged,Critical,06-06-2025,In Progress,16-06-2025
CMP00838,CUST009531,Late Fee Dispute,Critical,15-08-2024,Escalated,13-09-2024
CMP00839,CUST010453,Statement Error,Medium,08-04-2025,Escalated,21-08-2025
CMP00840,CUST011604,Card Damaged,Medium,11-08-2024,Pending Review,16-08-2023
CMP00841,CUST006943,Interest Rate Query,Low,13-11-2024,Open,01-12-2024
CMP00842,CUST004545,Billing Dispute,Medium,09-02-2022,Open,20-02-2022
CMP00843,CUST012758,Statement Error,Critical,10-12-2025,Open,13-10-2025
CMP00844,CUST008938,Wrong Amount Charged,Medium,16-04-2025,In Progress,16-04-2025
CMP00845,CUST005828,Fraudulent Charge,Low,21-05-2025,Pending Review,21-05-2025
CMP00846,CUST006090,App Not Working,Low,24-03-2025,Open,16-08-2023
CMP00847,CUST007469,Reward Points Missing,Critical,26-03-2024,Resolved,30-04-2024
CMP00848,CUST003646,Statement Error,High,23-11-2025,Open,11-12-2025
CMP00849,CUST008855,Fraudulent Charge,Low,16-08-2022,Resolved,09-04-2022
CMP00850,CUST007991,Billing Dispute,Critical,12-11-2022,Resolved,24-11-2022
CMP00851,CUST013271,Statement Error,Low,14-01-2023,Escalated,02-12-2023
CMP00852,CUST012188,Fraudulent Charge,High,24-02-2025,Resolved,16-08-2023
CMP00853,CUST002320,Wrong Amount Charged,Low,21-02-2025,Open,03-05-2025
CMP00854,CUST009172,Reward Points Missing,High,09-07-2025,Resolved,12-10-2025
CMP00855,CUST000314,Wrong Amount Charged,High,05-04-2026,Escalated,16-08-2023
CMP00856,CUST005516,Statement Error,High,30-12-2023,Closed,16-08-2023
CMP00857,CUST004671,App Not Working,Medium,16-02-2023,Open,29-03-2023
CMP00858,CUST007256,Billing Dispute,Low,22-05-2022,Resolved,06-08-2022
CMP00859,CUST014577,Late Fee Dispute,High,15-05-2022,Pending Review,03-06-2022
CMP00860,CUST009445,Wrong Amount Charged,Medium,15-04-2023,Resolved,27-04-2023
CMP00861,CUST002900,Interest Rate Query,Medium,21-10-2024,Resolved,11-03-2024
CMP00862,CUST009923,Billing Dispute,Critical,15-09-2023,Resolved,22-09-2023
CMP00863,CUST001702,Fraudulent Charge,Medium,14-11-2022,Resolved,23-12-2022
CMP00864,CUST006547,Interest Rate Query,Medium,26-03-2026,Closed,16-08-2023
CMP00865,CUST013206,App Not Working,Low,13-07-2022,Resolved,31-07-2022
CMP00866,CUST004865,Fraudulent Charge,Low,12-08-2024,Escalated,07-09-2024
CMP00867,CUST011433,App Not Working,Medium,12-10-2024,Open,18-01-2025
CMP00868,CUST004542,Statement Error,Medium,18-12-2023,Closed,14-01-2024
CMP00869,CUST014197,Fraudulent Charge,Low,30-01-2023,Resolved,03-08-2023
CMP00870,CUST000014,Late Fee Dispute,Low,14-05-2025,Escalated,24-05-2025
CMP00871,CUST003027,Card Damaged,Low,29-02-2024,Resolved,07-03-2024
CMP00872,CUST001436,Wrong Amount Charged,High,12-04-2023,Open,17-12-2023
CMP00873,CUST006480,Fraudulent Charge,Medium,12-02-2026,Closed,12-03-2026
CMP00874,CUST005315,Fraudulent Charge,Low,22-12-2025,Resolved,27-01-2026
CMP00875,CUST014305,App Not Working,Medium,22-06-2025,Open,26-06-2025
CMP00876,CUST001615,Card Damaged,Medium,27-01-2023,Open,29-01-2023
CMP00877,CUST010572,Card Not Received,High,16-04-2026,Open,13-05-2026
CMP00878,CUST006381,Statement Error,High,27-02-2023,In Progress,26-03-2023
CMP00879,CUST013715,Fraudulent Charge,Critical,22-06-2026,Escalated,16-08-2023
CMP00880,CUST014495,Interest Rate Query,High,21-04-2026,Open,15-05-2026
CMP00881,CUST004432,Statement Error,Low,30-07-2025,Open,31-07-2025
CMP00882,CUST008956,Statement Error,Medium,09-07-2022,Resolved,23-07-2022
CMP00883,CUST005832,Card Damaged,Low,28-07-2023,Closed,20-08-2023
CMP00884,CUST008181,Reward Points Missing,Medium,09-01-2025,Resolved,20-01-2025
CMP00885,CUST012685,Fraudulent Charge,Critical,05-01-2024,Pending Review,13-02-2024
CMP00886,CUST000587,Card Not Received,High,20-08-2025,Open,29-09-2025
CMP00887,CUST012853,Fraudulent Charge,High,13-12-2023,Resolved,06-01-2024
CMP00888,CUST012584,Card Damaged,Medium,09-02-2025,Resolved,09-08-2025
CMP00889,CUST005884,Card Damaged,High,25-07-2022,Escalated,03-09-2022
CMP00890,CUST006967,Late Fee Dispute,Medium,08-07-2024,Closed,08-08-2024
CMP00891,CUST011513,Fraudulent Charge,Low,23-11-2025,Closed,02-01-2026
CMP00892,CUST014609,Reward Points Missing,Medium,02-03-2024,Open,15-03-2024
CMP00893,CUST010772,App Not Working,Low,25-06-2024,Resolved,10-07-2024
CMP00894,CUST012820,App Not Working,Low,19-05-2026,Open,23-05-2026
CMP00895,CUST012462,Reward Points Missing,Low,03-01-2025,Resolved,04-07-2025
CMP00896,CUST010792,Card Not Received,Low,10-04-2025,In Progress,18-05-2025
CMP00897,CUST014008,Reward Points Missing,High,11-02-2024,Resolved,30-11-2024
CMP00898,CUST000450,App Not Working,Low,08-09-2022,Closed,09-12-2022
CMP00899,CUST003023,Wrong Amount Charged,Medium,03-07-2022,Resolved,21-03-2022
CMP00900,CUST005659,Billing Dispute,High,25-03-2022,Open,26-04-2022
CMP00901,CUST003647,Card Damaged,High,03-04-2026,Escalated,27-04-2026
CMP00902,CUST007540,Card Damaged,Medium,23-08-2022,Resolved,16-08-2023
CMP00903,CUST005186,Card Not Received,Low,18-06-2025,Pending Review,27-06-2025
CMP00904,CUST001294,Card Damaged,Low,26-01-2026,Escalated,24-02-2026
CMP00905,CUST009712,Fraudulent Charge,Medium,16-11-2022,Open,12-06-2022
CMP00906,CUST009980,App Not Working,High,13-01-2022,Escalated,23-02-2022
CMP00907,CUST001242,Late Fee Dispute,High,28-05-2026,Pending Review,07-06-2026
CMP00908,CUST012192,Statement Error,Low,28-03-2024,Pending Review,16-08-2023
CMP00909,CUST014080,Card Damaged,High,15-07-2023,Resolved,19-08-2023
CMP00910,CUST014261,Interest Rate Query,Critical,05-01-2025,In Progress,16-08-2023
CMP00911,CUST004336,Billing Dispute,Low,03-11-2025,Resolved,16-08-2023
CMP00912,CUST008823,Card Damaged,Critical,04-08-2024,Escalated,14-04-2024
CMP00913,CUST004664,App Not Working,High,12-07-2023,Open,17-08-2023
CMP00914,CUST009406,Card Not Received,Low,26-06-2025,Escalated,07-02-2025
CMP00915,CUST003651,Card Not Received,Medium,14-09-2024,Escalated,27-10-2024
CMP00916,CUST000186,App Not Working,Medium,29-10-2022,Closed,16-08-2023
CMP00917,CUST003428,Wrong Amount Charged,Low,15-08-2025,In Progress,24-08-2025
CMP00918,CUST009388,Billing Dispute,Critical,23-03-2023,Resolved,28-04-2023
CMP00919,CUST012293,Interest Rate Query,Low,09-03-2023,Pending Review,09-06-2023
CMP00920,CUST008620,App Not Working,Low,20-08-2025,Escalated,03-10-2025
CMP00921,CUST014226,Statement Error,Critical,01-11-2023,Pending Review,09-11-2023
CMP00922,CUST001784,Late Fee Dispute,Low,25-04-2022,Resolved,19-05-2022
CMP00923,CUST008450,Wrong Amount Charged,High,24-05-2023,In Progress,29-06-2023
CMP00924,CUST002024,Late Fee Dispute,Low,09-12-2022,Resolved,19-01-2023
CMP00925,CUST011270,Fraudulent Charge,Medium,26-03-2022,Open,15-04-2022
CMP00926,CUST011452,Fraudulent Charge,Critical,19-07-2022,Resolved,19-07-2022
CMP00927,CUST013320,Billing Dispute,Critical,17-06-2026,Resolved,07-07-2026
CMP00928,CUST004221,Billing Dispute,Low,09-10-2024,Pending Review,22-09-2024
CMP00929,CUST010438,Billing Dispute,Low,29-03-2025,Resolved,04-10-2025
CMP00930,CUST007540,Reward Points Missing,Medium,27-10-2025,Resolved,02-12-2025
CMP00931,CUST012612,Card Damaged,High,24-01-2025,Open,09-02-2025
CMP00932,CUST010933,Interest Rate Query,Low,30-08-2023,Pending Review,14-10-2023
CMP00933,CUST008491,Billing Dispute,Medium,09-02-2025,Open,10-10-2025
CMP00934,CUST012486,Interest Rate Query,High,20-08-2024,Resolved,01-09-2024
CMP00935,CUST004801,Card Damaged,Low,03-08-2025,Closed,Low
CMP00936,CUST001704,Card Not Received,High,23-08-2025,In Progress,09-04-2025
CMP00937,CUST010573,Interest Rate Query,Medium,24-03-2026,Open,16-04-2026
CMP00938,CUST008913,Card Damaged,Medium,04-08-2026,Resolved,23-05-2026
CMP00939,CUST012443,Wrong Amount Charged,Low,05-09-2024,Pending Review,18-06-2024
CMP00940,CUST005672,Reward Points Missing,Medium,22-08-2022,In Progress,27-08-2022
CMP00941,CUST005787,Wrong Amount Charged,Low,31-03-2022,Open,16-08-2023
CMP00942,CUST003754,Billing Dispute,Medium,17-04-2024,Resolved,18-04-2024
CMP00943,CUST008085,Interest Rate Query,High,06-04-2022,Closed,20-06-2022
CMP00944,CUST001730,Interest Rate Query,High,11-09-2025,Open,05-10-2025
CMP00945,CUST014827,Card Damaged,Low,07-10-2022,Escalated,27-07-2022
CMP00946,CUST002615,Interest Rate Query,Medium,17-07-2023,Open,24-08-2023
CMP00947,CUST004882,Reward Points Missing,Low,28-09-2024,Escalated,16-08-2023
CMP00948,CUST006891,Card Not Received,Low,21-08-2025,Open,26-08-2025
CMP00949,CUST003883,App Not Working,High,30-09-2025,Escalated,01-10-2025
CMP00950,CUST014020,Statement Error,Low,01-10-2022,Escalated,21-02-2022
CMP00951,CUST013485,Card Damaged,Low,30-10-2025,Resolved,25-11-2025
CMP00952,CUST009049,Wrong Amount Charged,Low,08-06-2022,Pending Review,07-04-2022
CMP00953,CUST000805,Interest Rate Query,Critical,23-12-2025,In Progress,18-01-2026
CMP00954,CUST005921,Statement Error,Medium,23-03-2025,In Progress,28-03-2025
CMP00955,CUST014816,Reward Points Missing,Medium,12-04-2024,Escalated,16-12-2024
CMP00956,CUST011259,App Not Working,Medium,06-04-2022,Open,16-08-2023
CMP00957,CUST000661,Card Damaged,High,20-08-2022,Open,30-08-2022
CMP00958,CUST003716,Fraudulent Charge,Medium,06-02-2024,Pending Review,14-03-2024
CMP00959,CUST009757,Card Damaged,High,06-01-2023,Pending Review,07-07-2023
CMP00960,CUST010213,Card Not Received,Low,03-03-2026,Open,19-03-2026
CMP00961,CUST008492,Reward Points Missing,Medium,11-08-2026,Pending Review,16-08-2023
CMP00962,CUST001915,Fraudulent Charge,High,11-03-2023,Open,18-11-2023
CMP00963,CUST003523,Card Not Received,Medium,19-07-2025,Resolved,02-08-2025
CMP00964,CUST007934,Statement Error,High,15-11-2022,Escalated,25-12-2022
CMP00965,CUST005914,Late Fee Dispute,Low,12-06-2025,Resolved,Low
CMP00966,CUST013583,Late Fee Dispute,Low,08-11-2026,Pending Review,01-09-2026
CMP00967,CUST006984,Card Damaged,Medium,11-12-2025,Pending Review,07-12-2025
CMP00968,CUST007039,App Not Working,Medium,12-08-2025,Closed,20-12-2025
CMP00969,CUST011737,Reward Points Missing,Low,23-11-2022,In Progress,30-11-2022
CMP00970,CUST009877,Late Fee Dispute,High,06-12-2022,Closed,16-08-2023
CMP00971,CUST007488,Billing Dispute,High,28-12-2023,Pending Review,16-08-2023
CMP00972,CUST011817,Wrong Amount Charged,Low,06-06-2024,Resolved,06-12-2024
CMP00973,CUST012407,Interest Rate Query,Low,15-06-2026,Resolved,14-07-2026
CMP00974,CUST005491,Card Damaged,High,03-07-2025,Resolved,14-07-2025
CMP00975,CUST010333,Billing Dispute,Low,14-01-2024,Resolved,29-01-2024
CMP00976,CUST004674,App Not Working,High,23-08-2024,Resolved,07-10-2024
CMP00977,CUST007493,Billing Dispute,High,03-07-2025,In Progress,07-12-2025
CMP00978,CUST013769,Fraudulent Charge,Low,09-01-2025,Open,15-09-2025
CMP00979,CUST002872,Billing Dispute,High,03-02-2024,Pending Review,26-03-2024
CMP00980,CUST003755,Card Not Received,Medium,17-01-2022,Resolved,22-02-2022
CMP00981,CUST007803,Card Damaged,Medium,02-12-2024,Open,22-03-2024
CMP00982,CUST000761,Wrong Amount Charged,Critical,19-10-2023,Escalated,11-09-2023
CMP00983,CUST002470,Interest Rate Query,Medium,06-11-2024,Resolved,16-08-2023
CMP00984,CUST008705,Statement Error,Medium,03-12-2022,Resolved,12-08-2022
CMP00985,CUST013860,Statement Error,Low,01-11-2024,Escalated,12-04-2024
CMP00986,CUST007178,Wrong Amount Charged,High,27-01-2022,Open,27-02-2022
CMP00987,CUST004850,Billing Dispute,Critical,28-05-2025,Closed,07-05-2025
CMP00988,CUST011181,Statement Error,Medium,19-08-2026,Escalated,16-08-2023
CMP00989,CUST011328,Billing Dispute,Medium,18-02-2026,Closed,16-08-2023
CMP00990,CUST001605,Billing Dispute,Medium,07-02-2025,Pending Review,20-03-2025
CMP00991,CUST001689,Billing Dispute,Low,23-01-2025,Resolved,03-06-2025
CMP00992,CUST003240,App Not Working,Low,13-09-2022,In Progress,28-10-2022
CMP00993,CUST001666,App Not Working,Medium,29-03-2024,Pending Review,29-04-2024
CMP00994,CUST005112,Interest Rate Query,Critical,12-07-2025,In Progress,13-01-2026
CMP00995,CUST004281,Fraudulent Charge,Medium,13-11-2025,Closed,20-12-2025
CMP00996,CUST007589,Fraudulent Charge,Low,25-01-2022,In Progress,29-01-2022
CMP00997,CUST007810,Fraudulent Charge,Low,15-04-2025,In Progress,22-04-2025
CMP00998,CUST012136,Card Not Received,Low,08-10-2022,In Progress,19-11-2022
CMP00999,CUST014476,Wrong Amount Charged,High,14-03-2026,Resolved,21-03-2026
CMP01000,CUST007705,Interest Rate Query,Medium,12-01-2025,Resolved,20-12-2025
CMP01001,CUST001068,Fraudulent Charge,Low,02-06-2024,Closed,22-03-2024
CMP01002,CUST005961,Billing Dispute,Low,16-12-2023,Pending Review,16-01-2024
CMP01003,CUST009637,Billing Dispute,High,22-08-2024,Resolved,03-10-2024
CMP01004,CUST007063,Card Not Received,Low,07-07-2023,Resolved,27-07-2023
CMP01005,CUST003943,Reward Points Missing,High,16-01-2026,Open,31-01-2026
CMP01006,CUST007770,Card Not Received,Low,25-02-2025,Closed,10-04-2025
CMP01007,CUST011624,Fraudulent Charge,High,28-09-2024,Closed,11-10-2024
CMP01008,CUST000437,Card Not Received,High,11-06-2022,Pending Review,20-11-2022
CMP01009,CUST011844,Fraudulent Charge,Critical,14-06-2023,Open,16-08-2023
CMP01010,CUST001358,Wrong Amount Charged,Critical,17-01-2026,Closed,26-02-2026
CMP01011,CUST009955,Card Damaged,High,25-11-2025,Resolved,16-08-2023
CMP01012,CUST007452,Wrong Amount Charged,Medium,06-04-2025,In Progress,19-04-2025
CMP01013,CUST012121,Reward Points Missing,Low,25-08-2024,In Progress,31-08-2024
CMP01014,CUST006443,Statement Error,Low,26-11-2022,Resolved,06-01-2023
CMP01015,CUST008398,Statement Error,High,08-02-2025,Resolved,16-08-2023
CMP01016,CUST004773,App Not Working,Critical,14-04-2022,In Progress,28-04-2022
CMP01017,CUST005312,Late Fee Dispute,Medium,21-11-2024,In Progress,01-03-2025
CMP01018,CUST010684,Interest Rate Query,Low,14-12-2023,Resolved,17-01-2024
CMP01019,CUST012977,Billing Dispute,Medium,08-09-2023,Escalated,16-08-2023
CMP01020,CUST013569,Statement Error,Medium,23-01-2022,Closed,02-10-2022
CMP01021,CUST007202,Wrong Amount Charged,Low,10-03-2024,Pending Review,05-11-2024
CMP01022,CUST004044,Reward Points Missing,Low,19-10-2022,Open,25-10-2022
CMP01023,CUST003012,Late Fee Dispute,Medium,18-02-2026,Escalated,26-02-2026
CMP01024,CUST008471,Card Damaged,Low,03-01-2024,Closed,04-01-2024
CMP01025,CUST001644,Reward Points Missing,Critical,07-12-2024,Closed,23-12-2024
CMP01026,CUST014397,Reward Points Missing,High,04-02-2024,Pending Review,15-02-2024
CMP01027,CUST008743,Card Not Received,Low,28-07-2026,Escalated,28-08-2026
CMP01028,CUST014240,Reward Points Missing,Low,14-07-2024,Resolved,08-11-2024
CMP01029,CUST011187,Statement Error,Critical,23-07-2022,Resolved,30-07-2022
CMP01030,CUST013351,Interest Rate Query,Low,07-07-2025,Closed,27-07-2025
CMP01031,CUST009542,Wrong Amount Charged,Critical,23-11-2025,In Progress,31-12-2025
CMP01032,CUST007388,Card Not Received,High,26-04-2024,Escalated,30-05-2024
CMP01033,CUST014847,Card Not Received,Critical,27-07-2023,Pending Review,08-02-2023
CMP01034,CUST008315,Statement Error,High,26-09-2023,Escalated,11-03-2023
CMP01035,CUST004722,Interest Rate Query,Medium,03-10-2025,Escalated,07-04-2025
CMP01036,CUST009552,Interest Rate Query,Medium,19-09-2023,Closed,24-09-2023
CMP01037,CUST009749,App Not Working,High,10-10-2025,Pending Review,16-08-2023
CMP01038,CUST013627,Wrong Amount Charged,Low,19-03-2022,In Progress,04-08-2022
CMP01039,CUST014163,Statement Error,Low,15-04-2025,Pending Review,21-05-2025
CMP01040,CUST005579,Statement Error,Medium,11-11-2022,Open,20-12-2022
CMP01041,CUST003923,Billing Dispute,High,30-08-2023,Pending Review,16-08-2023
CMP01042,CUST001485,Reward Points Missing,Low,19-01-2022,Open,27-01-2022
CMP01043,CUST002489,Late Fee Dispute,High,31-01-2024,Open,16-08-2023
CMP01044,CUST012617,Wrong Amount Charged,Low,23-03-2022,Pending Review,13-04-2022
CMP01045,CUST010084,Late Fee Dispute,Critical,27-07-2023,Open,Low
CMP01046,CUST001539,Fraudulent Charge,Critical,09-08-2024,Open,09-12-2024
CMP01047,CUST012926,Card Not Received,High,05-11-2022,Open,12-11-2022
CMP01048,CUST010688,Billing Dispute,Low,17-02-2026,Escalated,04-03-2026
CMP01049,CUST007691,Interest Rate Query,High,07-05-2026,Pending Review,16-08-2023
CMP01050,CUST005943,Reward Points Missing,Medium,21-01-2024,Escalated,22-02-2024
CMP01051,CUST007730,Fraudulent Charge,High,07-03-2022,In Progress,06-08-2022
CMP01052,CUST007569,Card Not Received,Medium,20-03-2023,Escalated,14-04-2023
CMP01053,CUST010168,Billing Dispute,Low,20-01-2022,Escalated,13-02-2022
CMP01054,CUST004104,Fraudulent Charge,Low,01-03-2024,Closed,16-08-2023
CMP01055,CUST007714,Card Not Received,Low,13-07-2025,Resolved,19-08-2025
CMP01056,CUST001266,Statement Error,Medium,03-01-2024,Escalated,25-03-2024
CMP01057,CUST014778,Billing Dispute,Critical,04-02-2026,Open,16-08-2023
CMP01058,CUST000584,App Not Working,Low,20-05-2022,Resolved,Low
CMP01059,CUST005218,Late Fee Dispute,Medium,06-03-2023,In Progress,16-08-2023
CMP01060,CUST008753,Interest Rate Query,Low,25-08-2023,Escalated,16-09-2023
CMP01061,CUST003923,Billing Dispute,Low,16-08-2022,Closed,10-09-2022
CMP01062,CUST008923,Billing Dispute,High,07-08-2026,Pending Review,21-08-2026
CMP01063,CUST014326,Wrong Amount Charged,Medium,21-04-2022,Open,27-04-2022
CMP01064,CUST008047,Interest Rate Query,Low,10-12-2023,In Progress,24-10-2023
CMP01065,CUST000761,Wrong Amount Charged,Medium,18-11-2023,Open,23-12-2023
CMP01066,CUST012173,Statement Error,Medium,23-07-2022,Resolved,20-08-2022
CMP01067,CUST002655,Card Not Received,High,15-02-2026,Resolved,25-02-2026
CMP01068,CUST003285,Card Not Received,High,22-04-2026,Escalated,25-05-2026
CMP01069,CUST008248,Fraudulent Charge,Medium,14-03-2025,Closed,22-04-2025
CMP01070,CUST005596,Reward Points Missing,Medium,23-01-2024,Open,03-08-2024
CMP01071,CUST011924,Card Damaged,Critical,26-02-2026,Escalated,04-06-2026
CMP01072,CUST003331,Statement Error,Low,18-03-2024,Closed,02-05-2024
CMP01073,CUST010416,App Not Working,High,27-10-2024,Closed,09-11-2024
CMP01074,CUST002276,Late Fee Dispute,Medium,04-07-2024,In Progress,04-09-2024
CMP01075,CUST007239,Reward Points Missing,Low,01-01-2025,Resolved,Low
CMP01076,CUST007748,Card Damaged,High,29-04-2022,Open,16-08-2023
CMP01077,CUST003257,Reward Points Missing,Critical,05-05-2026,Open,06-12-2026
CMP01078,CUST000679,App Not Working,Medium,29-05-2023,Resolved,23-06-2023
CMP01079,CUST005510,Wrong Amount Charged,Medium,14-12-2024,Open,05-01-2025
CMP01080,CUST011886,Statement Error,High,29-03-2025,Open,04-11-2025
CMP01081,CUST000982,Reward Points Missing,Low,21-07-2024,Pending Review,30-08-2024
CMP01082,CUST002292,Late Fee Dispute,Medium,31-12-2022,Closed,25-01-2023
CMP01083,CUST005844,Interest Rate Query,Medium,11-08-2023,Escalated,Low
CMP01084,CUST004944,Statement Error,High,08-01-2024,In Progress,16-08-2023
CMP01085,CUST008218,Late Fee Dispute,Low,30-08-2024,Escalated,09-04-2024
CMP01086,CUST006281,Fraudulent Charge,Critical,15-04-2022,Open,16-04-2022
CMP01087,CUST011301,Reward Points Missing,Low,24-11-2025,Open,02-01-2026
CMP01088,CUST010526,Late Fee Dispute,Critical,29-09-2025,In Progress,18-10-2025
CMP01089,CUST000550,Card Damaged,Medium,22-12-2024,In Progress,29-01-2025
CMP01090,CUST012570,Late Fee Dispute,Low,04-06-2022,Closed,16-08-2023
CMP01091,CUST003407,Interest Rate Query,Critical,12-07-2022,Closed,09-01-2023
CMP01092,CUST012509,Fraudulent Charge,Medium,15-12-2024,Open,06-01-2025
CMP01093,CUST011610,Billing Dispute,Critical,12-10-2024,Resolved,16-08-2023
CMP01094,CUST002961,App Not Working,High,07-06-2024,Closed,20-07-2024
CMP01095,CUST005045,Billing Dispute,High,06-02-2024,Resolved,15-03-2024
CMP01096,CUST000070,Wrong Amount Charged,High,03-11-2024,In Progress,16-08-2023
CMP01097,CUST012761,Statement Error,Low,20-07-2022,Pending Review,05-08-2022
CMP01098,CUST012853,Card Not Received,Medium,10-06-2026,Pending Review,16-08-2023
CMP01099,CUST002951,Card Damaged,Low,27-10-2025,Escalated,27-10-2025
CMP01100,CUST013130,Statement Error,Medium,03-01-2025,Pending Review,02-12-2025
CMP01101,CUST012913,Billing Dispute,Low,13-11-2024,Closed,27-11-2024
